"timeindex","WaterYear","ar1","sd","sk","kurt","cv","returnrate","densratio","acf1"
28,1990,0.538138592288351,0.689494129692491,0.580935261662564,2.26675962256112,7.09536614288663,1.85825736033473,5.92955789882956,0.53044201776775
29,1991,0.523115659835656,0.682662216211319,0.591780020840244,2.29890134887559,6.51961541119127,1.91162313954463,5.63556080100374,0.512795074901922
30,1992,0.500256855519516,0.673603561064026,0.618318192515157,2.33332699412827,5.94005228338612,1.998973105449,5.22638916953606,0.487257635775933
31,1993,0.512662911711221,0.651855804351697,0.69039209376973,2.39871333224868,4.84084466790247,1.95059946244618,5.53529035575308,0.506649621739966
32,1994,0.514453820725531,0.652954118638621,0.692131456676835,2.3927358993904,4.91372377808863,1.94380906451371,5.53793134153912,0.506812371338225
33,1995,0.579836997401191,0.65566526547956,0.694659137280494,2.3780386553267,5.09196681119354,1.72462261718718,6.59604737851021,0.568760403190177
34,1996,0.611082221410334,0.578663874996069,0.571131341831307,1.83899084963123,10.1168919398584,1.6364409975667,7.23449387699954,0.603906159572494
35,1997,0.549555721879944,0.575949408387368,0.57058194902882,1.84728886301909,10.4294686817509,1.81965169351555,5.68957789138866,0.516077818523241
36,1998,0.530163693178115,0.557325905710546,0.663294181218572,2.08002575108501,17.3062918461106,1.88620988737537,5.90645552368384,0.52907406130168
37,1999,0.498879624457013,0.553396715382722,0.727147576849861,2.18856428479842,25.6060033663212,2.00449156665481,5.40714355350022,0.498692595345487
38,2000,0.413403077579723,0.525699752089848,0.891497513497675,2.59662890895143,-26.56458732694,2.41894667513005,4.12846511993895,0.410939710041512
39,2001,0.326388987122581,0.480269157467494,1.00722871439591,3.00731691969611,-7.30246221489927,3.06382886510945,3.12431954932241,0.325340070280437
40,2002,0.170253892647184,0.443495769848653,1.17279525120047,3.70888666885144,-4.31426752234048,5.87358082949854,1.83880730065418,0.170147570521627
41,2003,0.341565067684247,0.380819207792938,1.13932886610589,3.9667246481317,-2.59719127405664,2.92769985754056,3.29629721788607,0.341517431547403
42,2004,0.322148017231387,0.375099697927945,1.15283337404104,4.07075437081243,-2.71959469739196,3.10416313778438,3.07835104896808,0.320884799613124
43,2005,0.372852097006076,0.369807141221199,1.10451834015745,4.08824575781447,-3.01477223376089,2.68202863288095,3.64467716608629,0.372182318095163
44,2006,0.329639527432319,0.357609019245828,1.29652397170579,4.81920036628669,-2.51226232702759,3.03361677463064,3.16690586635277,0.329416757234069
45,2007,0.391250894485157,0.346352342065655,1.51233768952335,5.68852164764322,-2.13677417320653,2.55590469976021,3.86849641168847,0.390605794150724
46,2008,0.377299460337419,0.343284121486458,1.517853269946,5.77939677634311,-2.19435063796773,2.65041460463712,3.69028345582983,0.376011143934487
47,2009,0.326293101545621,0.338656722313743,1.52104753868324,5.90762514898529,-2.30067666058306,3.06472921205839,3.13248533936148,0.326125501230894
48,2010,0.32298200246207,0.314960799110043,1.97775390722431,6.64214432180133,-2.533874864357,3.09614774933918,3.09955688905603,0.322947249009467
49,2011,0.298087095651373,0.312206838047534,1.94346270692647,6.60283250440404,-2.73820194628528,3.35472422184135,2.84868662089009,0.297708735293121
50,2012,0.332312173229647,0.361423603930374,1.76830517143947,5.19040098669635,-5.61841707334428,3.00921868218454,2.33784563801535,0.239496601139177
51,2013,0.331894285524207,0.36684267405548,1.62096201068491,4.69778029801248,-6.98161791903428,3.0130075858961,3.0950319168168,0.322508195254964
52,2014,0.340309697859755,0.363038955180482,1.63315077264042,4.75542154175731,-7.9408987399956,2.93849986141773,3.2719990634661,0.339276807753315
53,2015,0.286005462007755,0.361189888859106,1.75750113962097,5.0993491703709,-6.14459698087134,3.49643672180248,2.72652066917428,0.284697019016656
54,2016,0.335113866921365,0.313673777975713,2.0997378095894,7.07826261159836,-3.27786310885137,2.9840603410024,3.2187635840639,0.334317041615741
55,2017,0.35050267695839,0.312646422563432,2.18113289084972,7.35333099190847,-3.05835859684693,2.85304525682329,3.39285006271583,0.350282760997515
