"var","li","bandyears","winyears","ktau","bandwith","window"
"ws1_flux_NO3","sd",2,"12",-0.152204836415363,0.0408163265306122,0.244897959183673
"ws1_flux_NO3","sd",7,"12",0.183499288762447,0.142857142857143,0.244897959183673
"ws1_flux_NO3","sd",12,"12",0.166429587482219,0.244897959183673,0.244897959183673
"ws1_flux_NO3","sd",17,"12",0.14651493598862,0.346938775510204,0.244897959183673
"ws1_flux_NO3","sd",22,"12",0.112375533428165,0.448979591836735,0.244897959183673
"ws1_flux_NO3","sd",27,"12",0.0298719772403983,0.551020408163265,0.244897959183673
"ws1_flux_NO3","sd",32,"12",-0.0213371266002845,0.653061224489796,0.244897959183673
"ws1_flux_NO3","sd",37,"12",-0.0327169274537696,0.755102040816326,0.244897959183673
"ws1_flux_NO3","sd",42,"12",-0.0298719772403983,0.857142857142857,0.244897959183673
"ws1_flux_NO3","sd",47,"12",-0.0355618776671408,0.959183673469388,0.244897959183673
"ws1_flux_NO3","ac",2,"12",0.260312944523471,0.0408163265306122,0.244897959183673
"ws1_flux_NO3","ac",7,"12",0.305832147937411,0.142857142857143,0.244897959183673
"ws1_flux_NO3","ac",12,"12",0.220483641536273,0.244897959183673,0.244897959183673
"ws1_flux_NO3","ac",17,"12",0.137980085348506,0.346938775510204,0.244897959183673
"ws1_flux_NO3","ac",22,"12",0.0924608819345661,0.448979591836735,0.244897959183673
"ws1_flux_NO3","ac",27,"12",0.027027027027027,0.551020408163265,0.244897959183673
"ws1_flux_NO3","ac",32,"12",0.00995732574679943,0.653061224489796,0.244897959183673
"ws1_flux_NO3","ac",37,"12",-0.0241820768136558,0.755102040816326,0.244897959183673
"ws1_flux_NO3","ac",42,"12",-0.0412517780938833,0.857142857142857,0.244897959183673
"ws1_flux_NO3","ac",47,"12",-0.0583214793741109,0.959183673469388,0.244897959183673
"ws1_flux_NO3","sk",2,"12",0.39402560455192,0.0408163265306122,0.244897959183673
"ws1_flux_NO3","sk",7,"12",0.0725462304409673,0.142857142857143,0.244897959183673
"ws1_flux_NO3","sk",12,"12",0.069701280227596,0.244897959183673,0.244897959183673
"ws1_flux_NO3","sk",17,"12",0.115220483641536,0.346938775510204,0.244897959183673
"ws1_flux_NO3","sk",22,"12",0.157894736842105,0.448979591836735,0.244897959183673
"ws1_flux_NO3","sk",27,"12",0.180654338549075,0.551020408163265,0.244897959183673
"ws1_flux_NO3","sk",32,"12",0.174964438122333,0.653061224489796,0.244897959183673
"ws1_flux_NO3","sk",37,"12",0.19203413940256,0.755102040816326,0.244897959183673
"ws1_flux_NO3","sk",42,"12",0.211948790896159,0.857142857142857,0.244897959183673
"ws1_flux_NO3","sk",47,"12",0.217638691322902,0.959183673469388,0.244897959183673
"ws1_flux_NO3","kt",2,"12",-0.137980085348506,0.0408163265306122,0.244897959183673
"ws1_flux_NO3","kt",7,"12",-0.0213371266002845,0.142857142857143,0.244897959183673
"ws1_flux_NO3","kt",12,"12",-0.0327169274537696,0.244897959183673,0.244897959183673
"ws1_flux_NO3","kt",17,"12",0.00142247510668563,0.346938775510204,0.244897959183673
"ws1_flux_NO3","kt",22,"12",0.0355618776671408,0.448979591836735,0.244897959183673
"ws1_flux_NO3","kt",27,"12",0.0213371266002845,0.551020408163265,0.244897959183673
"ws1_flux_NO3","kt",32,"12",0.0469416785206259,0.653061224489796,0.244897959183673
"ws1_flux_NO3","kt",37,"12",0.0782361308677098,0.755102040816326,0.244897959183673
"ws1_flux_NO3","kt",42,"12",0.0953058321479374,0.857142857142857,0.244897959183673
"ws1_flux_NO3","kt",47,"12",0.10099573257468,0.959183673469388,0.244897959183673
"ws1_flux_NO3","sd",2,"17",-0.193181818181818,0.0408163265306122,0.346938775510204
"ws1_flux_NO3","sd",7,"17",0.0833333333333333,0.142857142857143,0.346938775510204
"ws1_flux_NO3","sd",12,"17",0.0795454545454545,0.244897959183673,0.346938775510204
"ws1_flux_NO3","sd",17,"17",0,0.346938775510204,0.346938775510204
"ws1_flux_NO3","sd",22,"17",0.00757575757575757,0.448979591836735,0.346938775510204
"ws1_flux_NO3","sd",27,"17",-0.0265151515151515,0.551020408163265,0.346938775510204
"ws1_flux_NO3","sd",32,"17",-0.0492424242424242,0.653061224489796,0.346938775510204
"ws1_flux_NO3","sd",37,"17",-0.0606060606060606,0.755102040816326,0.346938775510204
"ws1_flux_NO3","sd",42,"17",-0.053030303030303,0.857142857142857,0.346938775510204
"ws1_flux_NO3","sd",47,"17",-0.0606060606060606,0.959183673469388,0.346938775510204
"ws1_flux_NO3","ac",2,"17",0.272727272727273,0.0408163265306122,0.346938775510204
"ws1_flux_NO3","ac",7,"17",0.329545454545454,0.142857142857143,0.346938775510204
"ws1_flux_NO3","ac",12,"17",0.276515151515151,0.244897959183673,0.346938775510204
"ws1_flux_NO3","ac",17,"17",0.053030303030303,0.346938775510204,0.346938775510204
"ws1_flux_NO3","ac",22,"17",-0.00757575757575757,0.448979591836735,0.346938775510204
"ws1_flux_NO3","ac",27,"17",-0.0681818181818182,0.551020408163265,0.346938775510204
"ws1_flux_NO3","ac",32,"17",-0.106060606060606,0.653061224489796,0.346938775510204
"ws1_flux_NO3","ac",37,"17",-0.140151515151515,0.755102040816326,0.346938775510204
"ws1_flux_NO3","ac",42,"17",-0.132575757575758,0.857142857142857,0.346938775510204
"ws1_flux_NO3","ac",47,"17",-0.132575757575758,0.959183673469388,0.346938775510204
"ws1_flux_NO3","sk",2,"17",0.367424242424242,0.0408163265306122,0.346938775510204
"ws1_flux_NO3","sk",7,"17",0.0719696969696969,0.142857142857143,0.346938775510204
"ws1_flux_NO3","sk",12,"17",0.0795454545454545,0.244897959183673,0.346938775510204
"ws1_flux_NO3","sk",17,"17",0.136363636363636,0.346938775510204,0.346938775510204
"ws1_flux_NO3","sk",22,"17",0.162878787878788,0.448979591836735,0.346938775510204
"ws1_flux_NO3","sk",27,"17",0.253787878787879,0.551020408163265,0.346938775510204
"ws1_flux_NO3","sk",32,"17",0.303030303030303,0.653061224489796,0.346938775510204
"ws1_flux_NO3","sk",37,"17",0.329545454545454,0.755102040816326,0.346938775510204
"ws1_flux_NO3","sk",42,"17",0.318181818181818,0.857142857142857,0.346938775510204
"ws1_flux_NO3","sk",47,"17",0.337121212121212,0.959183673469388,0.346938775510204
"ws1_flux_NO3","kt",2,"17",-0.276515151515151,0.0408163265306122,0.346938775510204
"ws1_flux_NO3","kt",7,"17",-0.0643939393939394,0.142857142857143,0.346938775510204
"ws1_flux_NO3","kt",12,"17",-0.121212121212121,0.244897959183673,0.346938775510204
"ws1_flux_NO3","kt",17,"17",-0.0416666666666667,0.346938775510204,0.346938775510204
"ws1_flux_NO3","kt",22,"17",-0.0227272727272727,0.448979591836735,0.346938775510204
"ws1_flux_NO3","kt",27,"17",0.0795454545454545,0.551020408163265,0.346938775510204
"ws1_flux_NO3","kt",32,"17",0.106060606060606,0.653061224489796,0.346938775510204
"ws1_flux_NO3","kt",37,"17",0.125,0.755102040816326,0.346938775510204
"ws1_flux_NO3","kt",42,"17",0.121212121212121,0.857142857142857,0.346938775510204
"ws1_flux_NO3","kt",47,"17",0.128787878787879,0.959183673469388,0.346938775510204
"ws1_flux_NO3","sd",2,"22",0.116402116402116,0.0408163265306122,0.448979591836735
"ws1_flux_NO3","sd",7,"22",0.148148148148148,0.142857142857143,0.448979591836735
"ws1_flux_NO3","sd",12,"22",0.0952380952380952,0.244897959183673,0.448979591836735
"ws1_flux_NO3","sd",17,"22",-0.0158730158730159,0.346938775510204,0.448979591836735
"ws1_flux_NO3","sd",22,"22",-0.0423280423280423,0.448979591836735,0.448979591836735
"ws1_flux_NO3","sd",27,"22",-0.121693121693122,0.551020408163265,0.448979591836735
"ws1_flux_NO3","sd",32,"22",-0.164021164021164,0.653061224489796,0.448979591836735
"ws1_flux_NO3","sd",37,"22",-0.206349206349206,0.755102040816326,0.448979591836735
"ws1_flux_NO3","sd",42,"22",-0.227513227513228,0.857142857142857,0.448979591836735
"ws1_flux_NO3","sd",47,"22",-0.232804232804233,0.959183673469388,0.448979591836735
"ws1_flux_NO3","ac",2,"22",0.386243386243386,0.0408163265306122,0.448979591836735
"ws1_flux_NO3","ac",7,"22",0.513227513227513,0.142857142857143,0.448979591836735
"ws1_flux_NO3","ac",12,"22",0.433862433862434,0.244897959183673,0.448979591836735
"ws1_flux_NO3","ac",17,"22",0.259259259259259,0.346938775510204,0.448979591836735
"ws1_flux_NO3","ac",22,"22",0.0476190476190476,0.448979591836735,0.448979591836735
"ws1_flux_NO3","ac",27,"22",-0.0476190476190476,0.551020408163265,0.448979591836735
"ws1_flux_NO3","ac",32,"22",-0.0634920634920635,0.653061224489796,0.448979591836735
"ws1_flux_NO3","ac",37,"22",-0.0687830687830688,0.755102040816326,0.448979591836735
"ws1_flux_NO3","ac",42,"22",-0.116402116402116,0.857142857142857,0.448979591836735
"ws1_flux_NO3","ac",47,"22",-0.153439153439153,0.959183673469388,0.448979591836735
"ws1_flux_NO3","sk",2,"22",0.0211640211640212,0.0408163265306122,0.448979591836735
"ws1_flux_NO3","sk",7,"22",-0.0105820105820106,0.142857142857143,0.448979591836735
"ws1_flux_NO3","sk",12,"22",-0.17989417989418,0.244897959183673,0.448979591836735
"ws1_flux_NO3","sk",17,"22",-0.201058201058201,0.346938775510204,0.448979591836735
"ws1_flux_NO3","sk",22,"22",-0.153439153439153,0.448979591836735,0.448979591836735
"ws1_flux_NO3","sk",27,"22",-0.137566137566138,0.551020408163265,0.448979591836735
"ws1_flux_NO3","sk",32,"22",-0.0899470899470899,0.653061224489796,0.448979591836735
"ws1_flux_NO3","sk",37,"22",-0.0529100529100529,0.755102040816326,0.448979591836735
"ws1_flux_NO3","sk",42,"22",-0.037037037037037,0.857142857142857,0.448979591836735
"ws1_flux_NO3","sk",47,"22",0,0.959183673469388,0.448979591836735
"ws1_flux_NO3","kt",2,"22",-0.529100529100529,0.0408163265306122,0.448979591836735
"ws1_flux_NO3","kt",7,"22",-0.407407407407407,0.142857142857143,0.448979591836735
"ws1_flux_NO3","kt",12,"22",-0.444444444444444,0.244897959183673,0.448979591836735
"ws1_flux_NO3","kt",17,"22",-0.555555555555556,0.346938775510204,0.448979591836735
"ws1_flux_NO3","kt",22,"22",-0.529100529100529,0.448979591836735,0.448979591836735
"ws1_flux_NO3","kt",27,"22",-0.44973544973545,0.551020408163265,0.448979591836735
"ws1_flux_NO3","kt",32,"22",-0.365079365079365,0.653061224489796,0.448979591836735
"ws1_flux_NO3","kt",37,"22",-0.232804232804233,0.755102040816326,0.448979591836735
"ws1_flux_NO3","kt",42,"22",-0.195767195767196,0.857142857142857,0.448979591836735
"ws1_flux_NO3","kt",47,"22",-0.195767195767196,0.959183673469388,0.448979591836735
"ws1_flux_NO3","sd",2,"27",-0.177865612648221,0.0408163265306122,0.551020408163265
"ws1_flux_NO3","sd",7,"27",0.0197628458498024,0.142857142857143,0.551020408163265
"ws1_flux_NO3","sd",12,"27",0.0671936758893281,0.244897959183673,0.551020408163265
"ws1_flux_NO3","sd",17,"27",-0.00395256916996047,0.346938775510204,0.551020408163265
"ws1_flux_NO3","sd",22,"27",-0.08300395256917,0.448979591836735,0.551020408163265
"ws1_flux_NO3","sd",27,"27",-0.162055335968379,0.551020408163265,0.551020408163265
"ws1_flux_NO3","sd",32,"27",-0.217391304347826,0.653061224489796,0.551020408163265
"ws1_flux_NO3","sd",37,"27",-0.24901185770751,0.755102040816326,0.551020408163265
"ws1_flux_NO3","sd",42,"27",-0.256916996047431,0.857142857142857,0.551020408163265
"ws1_flux_NO3","sd",47,"27",-0.24901185770751,0.959183673469388,0.551020408163265
"ws1_flux_NO3","ac",2,"27",0.509881422924901,0.0408163265306122,0.551020408163265
"ws1_flux_NO3","ac",7,"27",0.707509881422925,0.142857142857143,0.551020408163265
"ws1_flux_NO3","ac",12,"27",0.58102766798419,0.244897959183673,0.551020408163265
"ws1_flux_NO3","ac",17,"27",0.422924901185771,0.346938775510204,0.551020408163265
"ws1_flux_NO3","ac",22,"27",0.146245059288538,0.448979591836735,0.551020408163265
"ws1_flux_NO3","ac",27,"27",0.0592885375494071,0.551020408163265,0.551020408163265
"ws1_flux_NO3","ac",32,"27",0.0197628458498024,0.653061224489796,0.551020408163265
"ws1_flux_NO3","ac",37,"27",0.0118577075098814,0.755102040816326,0.551020408163265
"ws1_flux_NO3","ac",42,"27",-0.0118577075098814,0.857142857142857,0.551020408163265
"ws1_flux_NO3","ac",47,"27",-0.0434782608695652,0.959183673469388,0.551020408163265
"ws1_flux_NO3","sk",2,"27",0.130434782608696,0.0408163265306122,0.551020408163265
"ws1_flux_NO3","sk",7,"27",-0.0118577075098814,0.142857142857143,0.551020408163265
"ws1_flux_NO3","sk",12,"27",-0.106719367588933,0.244897959183673,0.551020408163265
"ws1_flux_NO3","sk",17,"27",-0.106719367588933,0.346938775510204,0.551020408163265
"ws1_flux_NO3","sk",22,"27",0.0276679841897233,0.448979591836735,0.551020408163265
"ws1_flux_NO3","sk",27,"27",0.075098814229249,0.551020408163265,0.551020408163265
"ws1_flux_NO3","sk",32,"27",0.0909090909090909,0.653061224489796,0.551020408163265
"ws1_flux_NO3","sk",37,"27",0.075098814229249,0.755102040816326,0.551020408163265
"ws1_flux_NO3","sk",42,"27",0.106719367588933,0.857142857142857,0.551020408163265
"ws1_flux_NO3","sk",47,"27",0.130434782608696,0.959183673469388,0.551020408163265
"ws1_flux_NO3","kt",2,"27",-0.549407114624506,0.0408163265306122,0.551020408163265
"ws1_flux_NO3","kt",7,"27",-0.177865612648221,0.142857142857143,0.551020408163265
"ws1_flux_NO3","kt",12,"27",-0.201581027667984,0.244897959183673,0.551020408163265
"ws1_flux_NO3","kt",17,"27",-0.24901185770751,0.346938775510204,0.551020408163265
"ws1_flux_NO3","kt",22,"27",-0.288537549407115,0.448979591836735,0.551020408163265
"ws1_flux_NO3","kt",27,"27",-0.264822134387352,0.551020408163265,0.551020408163265
