"var","li","bandyears","winyears","ktau","bandwith","window"
"ws6_volwt_NO3","sd",2,"13",-0.789590254706534,0.0363636363636364,0.236363636363636
"ws6_volwt_NO3","sd",7,"13",-0.760797342192691,0.127272727272727,0.236363636363636
"ws6_volwt_NO3","sd",12,"13",-0.789590254706534,0.218181818181818,0.236363636363636
"ws6_volwt_NO3","sd",17,"13",-0.805094130675526,0.309090909090909,0.236363636363636
"ws6_volwt_NO3","sd",22,"13",-0.805094130675526,0.4,0.236363636363636
"ws6_volwt_NO3","sd",27,"13",-0.796234772978959,0.490909090909091,0.236363636363636
"ws6_volwt_NO3","sd",32,"13",-0.780730897009967,0.581818181818182,0.236363636363636
"ws6_volwt_NO3","sd",37,"13",-0.760797342192691,0.672727272727273,0.236363636363636
"ws6_volwt_NO3","sd",42,"13",-0.738648947951274,0.763636363636364,0.236363636363636
"ws6_volwt_NO3","sd",47,"13",-0.727574750830565,0.854545454545454,0.236363636363636
"ws6_volwt_NO3","sd",52,"13",-0.718715393133998,0.945454545454545,0.236363636363636
"ws6_volwt_NO3","ac",2,"13",-0.0697674418604651,0.0363636363636364,0.236363636363636
"ws6_volwt_NO3","ac",7,"13",0.0675526024363234,0.127272727272727,0.236363636363636
"ws6_volwt_NO3","ac",12,"13",-0.0808416389811739,0.218181818181818,0.236363636363636
"ws6_volwt_NO3","ac",17,"13",-0.207087486157254,0.309090909090909,0.236363636363636
"ws6_volwt_NO3","ac",22,"13",-0.25359911406423,0.4,0.236363636363636
"ws6_volwt_NO3","ac",27,"13",-0.280177187153931,0.490909090909091,0.236363636363636
"ws6_volwt_NO3","ac",32,"13",-0.286821705426357,0.581818181818182,0.236363636363636
"ws6_volwt_NO3","ac",37,"13",-0.282392026578073,0.672727272727273,0.236363636363636
"ws6_volwt_NO3","ac",42,"13",-0.269102990033223,0.763636363636364,0.236363636363636
"ws6_volwt_NO3","ac",47,"13",-0.271317829457364,0.854545454545454,0.236363636363636
"ws6_volwt_NO3","ac",52,"13",-0.27796234772979,0.945454545454545,0.236363636363636
