"var","li","bandyears","winyears","ktau","bandwith","window"
"ws4_volwt_NO3","sd",2,"10",-0.222816399286988,0.0465116279069767,0.232558139534884
"ws4_volwt_NO3","sd",7,"10",-0.197860962566845,0.162790697674419,0.232558139534884
"ws4_volwt_NO3","sd",12,"10",-0.144385026737968,0.27906976744186,0.232558139534884
"ws4_volwt_NO3","sd",17,"10",-0.0445632798573975,0.395348837209302,0.232558139534884
"ws4_volwt_NO3","sd",22,"10",-0.0802139037433155,0.511627906976744,0.232558139534884
"ws4_volwt_NO3","sd",27,"10",-0.0944741532976827,0.627906976744186,0.232558139534884
"ws4_volwt_NO3","sd",32,"10",-0.119429590017825,0.744186046511628,0.232558139534884
"ws4_volwt_NO3","sd",37,"10",-0.137254901960784,0.86046511627907,0.232558139534884
"ws4_volwt_NO3","sd",42,"10",-0.137254901960784,0.976744186046512,0.232558139534884
"ws4_volwt_NO3","ac",2,"10",-0.162210338680927,0.0465116279069767,0.232558139534884
"ws4_volwt_NO3","ac",7,"10",0.24777183600713,0.162790697674419,0.232558139534884
"ws4_volwt_NO3","ac",12,"10",0.379679144385027,0.27906976744186,0.232558139534884
"ws4_volwt_NO3","ac",17,"10",0.32620320855615,0.395348837209302,0.232558139534884
"ws4_volwt_NO3","ac",22,"10",0.204991087344029,0.511627906976744,0.232558139534884
"ws4_volwt_NO3","ac",27,"10",0.0730837789661319,0.627906976744186,0.232558139534884
"ws4_volwt_NO3","ac",32,"10",0.0089126559714795,0.744186046511628,0.232558139534884
"ws4_volwt_NO3","ac",37,"10",-0.0623885918003565,0.86046511627907,0.232558139534884
"ws4_volwt_NO3","ac",42,"10",-0.0695187165775401,0.976744186046512,0.232558139534884
"ws4_volwt_NO3","sk",2,"10",0.383244206773619,0.0465116279069767,0.232558139534884
"ws4_volwt_NO3","sk",7,"10",0.137254901960784,0.162790697674419,0.232558139534884
"ws4_volwt_NO3","sk",12,"10",-0.0053475935828877,0.27906976744186,0.232558139534884
"ws4_volwt_NO3","sk",17,"10",-0.0980392156862745,0.395348837209302,0.232558139534884
"ws4_volwt_NO3","sk",22,"10",-0.126559714795009,0.511627906976744,0.232558139534884
"ws4_volwt_NO3","sk",27,"10",-0.140819964349376,0.627906976744186,0.232558139534884
"ws4_volwt_NO3","sk",32,"10",-0.0695187165775401,0.744186046511628,0.232558139534884
"ws4_volwt_NO3","sk",37,"10",-0.0017825311942959,0.86046511627907,0.232558139534884
"ws4_volwt_NO3","sk",42,"10",0.0623885918003565,0.976744186046512,0.232558139534884
"ws4_volwt_NO3","kt",2,"10",0.301247771836007,0.0465116279069767,0.232558139534884
"ws4_volwt_NO3","kt",7,"10",0.329768270944742,0.162790697674419,0.232558139534884
"ws4_volwt_NO3","kt",12,"10",0.126559714795009,0.27906976744186,0.232558139534884
"ws4_volwt_NO3","kt",17,"10",0.0445632798573975,0.395348837209302,0.232558139534884
"ws4_volwt_NO3","kt",22,"10",-0.0124777183600713,0.511627906976744,0.232558139534884
"ws4_volwt_NO3","kt",27,"10",0.0409982174688057,0.627906976744186,0.232558139534884
"ws4_volwt_NO3","kt",32,"10",0.10873440285205,0.744186046511628,0.232558139534884
"ws4_volwt_NO3","kt",37,"10",0.122994652406417,0.86046511627907,0.232558139534884
"ws4_volwt_NO3","kt",42,"10",0.115864527629234,0.976744186046512,0.232558139534884
